57,56001,57001,33.5532,17.594,10.2561,P1,0.825649,293636,N
58,57000,58000,29.6735,38.1142,10.3357,AB,0.727096,301766,N
58,57001,58001,32.9856,18.0652,10.1801,P1,0.851153,315232,N
59,58001,59000,32.7437,18.2371,9.98838,P1,0.844633,310681,N
59,58000,59001,29.2703,37.8966,10.0676,AB,0.653015,237907,N
60,59001,60000,29.751,38.9285,10.2071,AB,0.557731,222780,D
60,59000,60001,32.6204,17.8534,10.2917,P1,0.851917,317313,N
61,60001,61000,32.749,18.1647,10.1861,P1,0.845555,318533,N
61,60000,61001,30.1999,39.5569,9.81577,AB,0.548997,235332,D
62,61000,62000,32.6025,18.1132,10.0785,P1,0.857905,318593,N
62,61001,62001,30.3689,39.5345,9.90871,AB,0.517766,218876,D
63,62000,63000,32.9503,17.9099,9.8211,P1,0.830511,318405,N
63,62001,63001,31.2036,39.5188,10.3354,AB,0.428249,233879,D
64,63000,64000,34.3985,18.3372,9.98943,P1,0.807177,307948,N
64,63001,64001,30.8137,39.4686,10.8915,AB,0.356824,269396,D
65,64000,65000,36.5501,19.418,9.64461,P1,0.799526,290760,N
65,64001,65001,27.8699,36.7472,10.3601,AB,0.324039,170425,D
66,65000,66000,37.3108,19.5374,9.45189,P1,0.734485,288343,N
66,65001,66001,28.1651,38.5677,9.80397,AB,0.259596,194413,D
67,66000,67000,37.6754,20.186,9.40898,P1,0.669614,270864,N
67,66001,67001,27.6412,38.8607,10.1443,AB,0.176061,192847,D
68,67000,68000,36.9579,20.3719,9.95787,P1,0.588354,233167,D
68,67001,68001,27.4322,39.4934,10.238,AB,0.147708,214210,D
69,68000,69000,36.5226,20.5272,8.72801,P1,0.464122,262339,D
69,68001,69001,27.5166,40.0767,10.4823,AB,0.152018,193682,D
70,69000,70000,36.6225,20.0158,9.04102,P1,0.37494,257452,D
70,69001,70001,27.8651,40.11,10.6609,AB,0.190709,216301,D
71,70001,71000,28.5037,40.0546,10.7993,AB,0.275371,239913,D
71,70000,71001,36.3527,20.718,9.68931,P1,0.25504,207840,D
72,71001,72000,36.1859,20.5788,9.68434,P1,0.168967,227049,D
72,71000,72001,28.893,40.8005,11.0472,AB,0.218617,208038,D
73,72000,73000,35.6411,13.898,9.68725,P2,0.554829,82544.1,D
73,72000,73001,36.4238,29.0371,9.6613,EMS,0.512477,100651,D
73,72001,73002,27.9847,39.666,11.6959,AB,0.111153,233029,D
74,73002,74000,28.1977,39.9965,11.6283,AB,0.101844,228586,D
74,73001,74001,36.5272,29.8484,9.52188,EMS,0.478423,113421,D
74,73000,74002,35.582,14.6373,9.96321,P2,0.44704,69907.7,D
75,74001,75000,36.3271,30.0963,9.80632,EMS,0.45904,130332,D
75,74002,75001,35.5213,14.1552,9.78358,P2,0.454528,66226,D
75,74000,75002,27.786,39.1992,11.8342,AB,0.104317,243674,D
76,75000,76000,36.817,30.0554,9.60713,EMS,0.462407,117434,D
76,75001,76001,36.1644,14.6577,9.81584,P2,0.356971,71820.2,D
76,75002,76002,25.5112,33.113,11.9737,ABp,0.483367,123651,D
76,75002,76003,30.1593,46.9267,11.5303,ABa,0.498702,135649,D
77,76001,77000,35.9473,13.7088,10.0756,P2,0.429327,92442.7,D
77,76000,77001,36.9921,29.9529,9.45868,EMS,0.509503,113194,D
77,76003,77002,29.8968,46.6922,11.0918,ABa,0.694245,120849,N
77,76002,77003,25.0508,32.87,12.2486,ABp,0.490995,136010,D
78,77001,78000,37.1331,30.125,9.62283,EMS,0.554403,119534,D
78,77000,78001,36.2021,14.1439,10.0282,P2,0.436774,93421.1,D
78,77002,78002,30.4354,47.1402,10.973,ABa,0.733042,120834,N
78,77003,78003,25.0646,32.5819,12.1554,ABp,0.57545,125440,D
79,78002,79000,29.6419,47.6802,10.4393,ABa,0.780301,116233,N
79,78000,79001,37.1632,30.2759,9.46707,EMS,0.56072,120162,D
79,78001,79002,36.1872,13.5735,10.0096,P2,0.50593,92763.9,D
79,78003,79003,24.8945,32.9362,12.1926,ABp,0.630228,102658,N
80,79001,80000,36.9714,31.0061,9.56783,EMS,0.679456,135813,N
80,79000,80001,29.4431,48.5775,10.6733,ABa,0.75777,116776,N
80,79002,80002,36.4328,13.833,9.80149,P2,0.720042,60112.9,N
80,79003,80003,23.9291,32.6103,12.4719,ABp,0.615701,93342.1,N
81,80000,81000,36.4758,31.6188,9.17739,EMS,0.681716,158545,N
81,80001,81001,29.4394,49.3282,10.3198,ABa,0.795076,117859,N
81,80002,81002,36.4609,13.4784,9.63263,P2,0.751203,73203.9,N
81,80003,81003,23.8939,32.4005,12.987,ABp,0.644702,111751,N
82,81000,82000,36.9629,31.8386,9.18834,EMS,0.669058,113317,N
82,81001,82001,29.4061,49.7253,10.3263,ABa,0.739763,90367.1,N
82,81002,82002,36.316,13.1666,9.50001,P2,0.792976,77320.5,N
82,81003,82003,23.8065,31.4471,12.9862,ABp,0.675983,120221,N
83,82001,83000,28.9939,49.9931,10.0052,ABa,0.796606,104842,N
83,82002,83001,36.2537,13.1082,9.25231,P2,0.813992,99914.8,N
83,82000,83002,36.8508,31.9944,9.21559,EMS,0.707752,138575,N
83,82003,83003,24.4,30.5131,12.7312,ABp,0.752659,122801,N
84,83000,84000,29.1292,49.5884,9.85333,ABa,0.811716,109784,N
84,83002,84001,36.9204,32.1074,9.06667,EMS,0.761111,136722,N
84,83001,84002,36.1823,12.9953,9.56199,P2,0.793437,95343.5,N
84,83003,84003,24.7339,30.1226,12.791,ABp,0.775321,132417,N
85,84001,85000,36.9576,32.8518,8.89543,EMS,0.772083,112966,N
85,84000,85001,28.8475,49.5318,10.3444,ABa,0.787095,118140,N
85,84002,85002,36.1596,12.4151,10.083,P2,0.784255,93337.1,N
85,84003,85003,25.2018,29.9669,12.4688,ABp,0.785491,149526,N
86,85000,86000,37.2141,33.1939,9.06918,EMS,0.794285,122707,N
86,85001,86001,28.4757,49.0342,10.4575,ABa,0.762448,134285,N
86,85002,86002,35.9352,12.2723,10.0873,P2,0.786043,90406.6,N
86,85003,86003,25.6614,29.8775,12.2685,ABp,0.735136,163917,N
87,86000,87000,37.6938,33.1823,9.07312,EMS,0.779877,133119,N
87,86001,87001,29.0642,48.97,10.0849,ABa,0.781669,146438,N
87,86002,87002,35.9881,12.389,9.92353,P2,0.804923,93806.6,N
87,86003,87003,26.251,29.7019,12.4697,ABp,0.746957,181016,N
88,87001,88000,28.6901,49.164,10.483,ABa,0.769812,157320,N
88,87000,88001,37.9351,33.1136,9.18783,EMS,0.733939,130811,N
88,87002,88002,36.0797,12.5201,10.5378,P2,0.81975,104194,N
88,87003,88003,26.4013,30.2562,13.391,ABp,0.731362,203062,N
89,88000,89000,28.496,48.9459,10.2912,ABa,0.787345,160458,N
89,88001,89001,38.2252,33.7109,9.28722,EMS,0.751323,124718,N
89,88002,89002,35.8003,12.5076,10.4714,P2,0.822653,96119.4,N
89,88003,89003,26.3703,30.2651,12.2787,ABp,0.779635,183581,N
90,89000,90000,27.1699,48.4659,10.023,ABa,0.747334,146003,N
90,89001,90001,38.7559,34.1003,9.0859,EMS,0.786291,126329,N
90,89003,90002,25.5289,30.4941,12.4644,ABp,0.775276,226530,N
90,89002,90003,35.1783,12.8536,10.3432,P2,0.837989,100503,N
91,90000,91000,27.3425,48.6671,10.3099,ABa,0.71328,166497,N
91,90001,91001,39.2769,33.8453,9.33718,EMS,0.792082,128820,N
91,90003,91002,34.82,12.8235,10.0601,P2,0.824266,98916.5,N
91,90002,91003,25.5386,30.0916,12.5383,ABp,0.765466,217398,N
92,91000,92000,26.547,48.3239,10.9238,ABa,0.761689,178891,N
92,91001,92001,39.3716,34.4144,9.35649,EMS,0.797849,127653,N
92,91002,92002,34.3804,12.793,10.137,P2,0.828737,107051,N
92,91003,92003,24.7929,30.0377,12.5809,ABp,0.754917,221010,N
93,92000,93000,26.7012,48.5991,10.5681,ABa,0.762359,199073,N
93,92001,93001,39.5799,34.1035,8.7549,EMS,0.809779,143472,N
93,92003,93002,25.0441,29.9356,12.2703,ABp,0.752145,238801,N
93,92002,93003,33.8586,13.103,10.5185,P2,0.826283,98343.3,N
94,93000,94000,26.8343,48.4317,10.7968,ABa,0.758257,186116,N
94,93001,94001,39.7597,33.6473,8.63616,EMS,0.827083,145207,N
94,93002,94002,25.0255,29.8246,12.1982,ABp,0.715978,211977,N
94,93003,94003,33.5838,13.255,10.5335,P2,0.818508,96776.7,N
95,94001,95000,39.7045,34.0259,8.38694,EMS,0.816207,133712,N
95,94000,95001,26.4546,47.4284,10.8189,ABa,0.753787,175763,N
95,94002,95002,24.924,30.1564,11.9023,ABp,0.730862,186808,N
95,94003,95003,33.62,13.186,10.7924,P2,0.804085,106932,N
96,95000,96000,39.6785,33.839,8.175,EMS,0.816662,133218,N
96,95002,96001,24.7461,30.1667,11.2411,ABp,0.721136,169328,N
96,95001,96002,26.6403,47.3795,11.6031,ABa,0.73639,157754,N
96,95003,96003,33.7513,13.5025,10.9642,P2,0.824077,116381,N
97,96000,97000,39.751,34.1102,7.92323,EMS,0.774528,137532,N
97,96002,97001,26.6731,47.5883,10.8746,ABa,0.703929,154498,N
97,96001,97002,25.79,29.9968,11.6579,ABp,0.646449,127125,D
97,96003,97003,33.8961,13.6294,10.9904,P2,0.818571,114923,N
98,97000,98000,39.8239,34.5978,7.90142,EMS,0.776914,149655,N
98,97001,98001,26.5253,46.6015,10.6177,ABa,0.525252,105949,D
98,97002,98002,25.1091,30.0781,12.3287,ABp,0.536343,176805,D
98,97003,98003,34.2355,13.7451,10.3061,P2,0.809891,118432,N
99,98001,99000,26.376,47.2667,11.0389,ABa,0.48554,122376,D
99,98000,99001,40.3358,33.8074,8.24464,EMS,0.764792,131661,N
99,98002,99002,25.2203,29.3457,11.5021,ABp,0.414568,126749,D
99,98003,99003,34.2054,14.143,10.082,P2,0.798821,117537,N
100,99001,100000,39.8597,34.4378,7.53591,EMS,0.773414,154384,N
100,99000,100001,26.5753,46.5976,11.2728,ABa,0.39468,119198,D
100,99002,100002,25.8706,29.2578,13.2226,ABp,0.246685,168602,D
100,99003,100003,34.4454,14.3034,10.0358,P2,0.811078,104955,N
101,100000,101000,39.3273,33.7066,6.54944,EMS,0.732681,193810,N
101,100001,101001,27.8291,46.9105,12.6217,ABa,0.363109,166936,D
101,100002,101002,27.789,29.6832,15.3341,ABp,0.351922,193632,D
101,100003,101003,34.4087,14.493,10.3001,P2,0.812714,116870,N
102,101000,102000,38.3686,30.5302,5.62487,EMS,0.720984,226091,N
102,101001,102001,27.4525,46.5837,12.168,ABa,0.282346,166437,D
102,101002,102002,27.3602,29.4016,14.599,ABp,0.272791,182983,D
102,101003,102003,34.1201,14.9039,10.3625,P2,0.790926,116935,N
103,102000,103000,37.612,29.4661,5.04845,EMS,0.741494,222315,N
103,102001,103001,28.3503,46.7509,13.4525,ABa,0.268393,217087,D
103,102003,103002,33.8827,15.3775,10.0777,P2,0.807856,149714,N
103,102002,103003,25.7664,29.149,13.3219,ABp,0.327179,129482,D
104,103000,104000,37.139,31.0024,5.08445,EMS,0.735208,208221,N
104,103001,104001,28.4478,46.7699,13.5284,ABa,0.231307,202968,D
104,103002,104002,33.6026,16.2868,9.13935,P2,0.801862,162968,N
104,103003,104003,27.0788,28.673,14.1477,ABp,0.282915,163423,D
105,104000,105000,36.7756,31.3955,5.69748,EMS,0.719494,209669,N
105,104001,105001,28.3873,46.7865,13.9872,ABa,0.191329,150287,D
105,104002,105002,33.9025,16.6916,8.58625,P2,0.806217,164979,N
105,104003,105003,22.0543,29.2273,11.7275,ABpl,0.597081,73619.1,N
105,104003,105004,30.4316,27.6561,16.5564,ABpr,0.528346,104674,N
106,105000,106000,36.0681,31.9454,6.09826,EMS,0.733563,213939,N
106,105001,106001,28.8505,46.9339,14.3726,ABa,0.247448,194552,D
106,105002,106002,34.0955,17.1271,8.25507,P2,0.836051,177438,N
106,105003,106003,21.4442,29.0584,11.777,ABpl,0.516089,62732.1,N
106,105004,106004,30.5837,27.6662,16.0353,ABpr,0.627203,66127.2,N
107,106000,107000,35.8627,31.406,6.1312,EMS,0.725687,190964,N
107,106001,107001,27.8598,47.5567,11.9598,ABa,0.308144,130203,D
107,106002,107002,34.346,17.2515,7.94261,P2,0.814426,168770,N
107,106003,107003,21.9351,29.3183,12.3954,ABpl,0.405638,58264.7,N
107,106004,107004,30.7416,26.6145,16.3416,ABpr,0.594795,85558.6,N
108,107000,108000,36.1356,31.5644,6.34871,EMS,0.635477,176163,D
108,107002,108001,34.342,17.1274,7.36738,P2,0.79864,179938,N
108,107001,108002,26.2077,47.9065,8.10651,ABal,0.626401,67308.3,N
108,107003,108003,21.8154,29.3721,12.707,ABpl,0.43019,49438.5,N
108,107001,108004,30.0204,45.4043,16.9695,ABar,0.474929,93806.6,D
108,107004,108005,31.1036,26.7098,17.0438,ABpr,0.710285,118328,N
109,108002,109000,26.5768,48.3639,8.2676,ABal,0.587175,64224.6,N
109,108001,109001,34.0067,17.2298,7.19347,P2,0.794343,171938,N
109,108000,109002,36.0771,32.0825,6.60141,EMS,0.556063,157468,D
109,108003,109003,21.8427,29.292,12.3452,ABpl,0.446956,28746.9,N
109,108004,109004,29.8167,45.6819,15.8497,ABar,0.464018,50016.7,D
109,108005,109005,31.5725,26.8371,16.5554,ABpr,0.633097,76322.3,N
110,109000,110000,26.374,48.1716,7.90171,ABal,0.588577,62104.5,N
110,109002,110001,36.4406,31.8841,5.90622,EMS,0.426821,147327,D
110,109001,110002,34.1901,17.0493,7.18833,P2,0.783806,171009,N
110,109003,110003,22.0956,29.2803,12.4472,ABpl,0.55573,39703,N
110,109005,110004,32.3882,26.4774,16.6999,ABpr,0.713191,89156.3,N
110,109004,110005,29.6581,44.6798,16.51,ABar,0.49277,19900.9,D
111,110001,111000,36.4789,31.9669,5.75552,EMS,0.314414,153554,D
111,110000,111001,25.9967,47.6262,8.03872,ABal,0.660587,55739.4,N
111,110002,111002,34.033,17.0756,7.55107,P2,0.767639,171616,N
111,110003,111003,21.8054,29.7013,12.7092,ABpl,0.564146,32853.6,N
111,110004,111004,32.7958,26.4357,16.5972,ABpr,0.614189,61827.8,N
111,110005,111005,30.7987,45.1915,17.3972,ABar,0.489703,28074.8,D
112,111001,112000,25.484,48.195,7.80167,ABal,0.762258,71256.9,N
112,111000,112001,37.0626,33.5803,6.052,EMS,0.349174,122133,D
112,111002,112002,33.7181,16.632,8.11183,P2,0.778179,162311,N
112,111003,112003,21.8309,30.0133,11.9794,ABpl,0.657781,40770.4,N
112,111005,112004,29.4582,45.0914,16.2403,ABar,0.507153,43537.9,N
112,111004,112005,32.9082,26.4649,16.9387,ABpr,0.698192,87782.5,N
113,112000,113000,25.0755,48.0514,7.82178,ABal,0.750159,80364.7,N
113,112001,113001,37.1479,32.7989,5.93266,EMS,0.253737,132363,D
113,112002,113002,32.8459,16.3034,8.80777,P2,0.804338,169724,N
113,112003,113003,21.1568,30.8711,11.0495,ABpl,0.734497,53693.4,N
113,112005,113004,33.104,26.4224,16.5155,ABpr,0.654457,64476.6,N
113,112004,113005,29.0073,44.3669,18.7182,ABar,0.606915,77048.7,N
114,113001,114000,37.2169,31.9165,5.75715,EMS,0.201064,133094,D
114,113000,114001,25.2092,48.3153,7.51406,ABal,0.781907,94043.8,N
114,113002,114002,32.493,16.1902,9.30962,P2,0.800339,166660,N
114,113003,114003,20.8494,31.324,10.4969,ABpl,0.736556,59505.1,N
114,113004,114004,33.1601,26.5153,17.106,ABpr,0.651304,56876,N
114,113005,114005,29.6684,44.2653,19.3803,ABar,0.620235,101042,N
115,114000,115000,37.0549,31.7283,5.8192,EMS,0.235376,156242,D
115,114001,115001,24.862,48.4272,7.89723,ABal,0.723839,89368.8,N
115,114003,115002,20.8824,31.2785,9.78649,ABpl,0.703944,70243.8,N
115,114002,115003,32.0731,16.547,9.97193,P2,0.759101,154957,N
115,114004,115004,34.1964,27.4967,18.2021,ABpr,0.651816,136702,N
115,114005,115005,29.8869,43.9542,19.4244,ABar,0.649404,89477.5,N
116,115000,116000,36.8786,31.5066,5.7427,EMS,0.198241,178308,D
116,115001,116001,24.2899,48.7905,7.92157,ABal,0.81537,103967,N
116,115002,116002,20.8618,31.5316,9.29613,ABpl,0.739424,71548.4,N
116,115003,116003,32.3492,16.8471,10.3202,P2,0.717738,133559,N
116,115005,116004,30.0966,43.6064,18.9744,ABar,0.591661,80957.7,N
116,115004,116005,35.0839,28.016,18.898,ABpr,0.679492,171300,N
117,116000,117000,36.7315,30.9998,6.01989,EMS,0.231255,200427,D
117,116001,117001,23.963,48.4742,7.83305,ABal,0.809618,102949,N
117,116002,117002,21.2538,31.3464,9.51519,ABpl,0.689976,55250.1,N
117,116003,117003,31.5849,16.6981,10.9841,P2,0.74019,130747,N
117,116005,117004,35.5739,28.5627,17.8365,ABpr,0.662051,154102,N
117,116004,117005,30.4337,43.6094,19.5144,ABar,0.653764,100033,N
118,117000,118000,36.9181,30.6773,6.07561,EMS,0.134907,165152,D
118,117001,118001,23.8312,48.4397,7.93297,ABal,0.796512,98877,N
118,117002,118002,21.3452,31.6318,8.94923,ABpl,0.741804,60962.9,N
118,117003,118003,31.3074,16.8133,11.2272,P2,0.71928,111158,N
118,117004,118004,35.8458,29.1372,17.7612,ABpr,0.699219,130011,N
118,117005,118005,29.9917,44.1828,19.0881,ABar,0.638828,85894.7,N
119,118000,119000,37.5104,38.4523,6.01078,MS,0.443784,82974,D
119,118000,119001,35.8186,23.2943,6.11064,E,0.500387,91597.6,N
119,118001,119002,23.5158,48.5327,8.2679,ABal,0.804558,87327.8,N
119,118002,119003,21.3085,31.2078,8.90484,ABpl,0.758847,69749.6,N
119,118003,119004,31.3221,16.5125,11.1056,P2,0.694577,110436,N
119,118004,119005,36.3435,29.0389,17.8508,ABpr,0.699412,137695,N
119,118005,119006,29.9823,42.8566,20.1715,ABar,0.733159,90115,N
120,119000,120000,37.5532,38.8831,5.85948,MS,0.561206,78407.7,N
120,119001,120001,35.7679,24.3845,6.46291,E,0.58316,47017,N
120,119003,120002,21.5861,31.2418,8.40292,ABpl,0.786252,85247.3,N
120,119002,120003,23.2651,48.5307,8.39688,ABal,0.762955,80517.9,N
120,119004,120004,31.8286,17.5317,11.1355,P2,0.532647,116767,D
120,119005,120005,36.3827,29.3676,17.5491,ABpr,0.727309,157147,N
120,119006,120006,29.6607,42.3623,19.7606,ABar,0.673419,73080.4,N
121,120002,121000,21.6829,31.3715,7.8307,ABpl,0.839108,90085.4,N
121,120000,121001,37.6817,39.617,6.27162,MS,0.604075,77992.6,N
121,120003,121002,23.1693,48.3754,8.45324,ABal,0.749351,82717.1,N
121,120004,121003,31.936,17.0096,10.6612,P2,0.319959,78284.2,D
121,120001,121004,35.6447,24.1043,6.57221,E,0.640173,59208.6,N
121,120005,121005,36.9937,29.0545,18.0214,ABpr,0.791032,182508,N
121,120006,121006,28.7879,42.0812,19.5325,ABar,0.613774,74004.5,N
122,121000,122000,21.7024,30.9753,7.23777,ABpl,0.817622,94024.1,N
122,121003,122001,31.7071,16.8427,10.6344,P2,0.274112,109714,D
122,121001,122002,37.5424,40.9262,6.71321,MS,0.638163,76692.9,N
122,121004,122003,35.5956,24.6443,6.86265,E,0.746944,74731,N
122,121002,122004,23.4334,48.7306,8.04914,ABal,0.777748,89507.2,N
122,121005,122005,37.2184,29.0129,18.0436,ABpr,0.795729,152140,N
122,121006,122006,27.9629,41.8719,20.0153,ABar,0.605818,79761.8,N
123,122000,123000,21.8362,31.9201,7.00756,ABpl,0.834845,95066.8,N
123,122002,123001,37.6629,40.907,6.9766,MS,0.751484,66947.5,N
123,122003,123002,35.114,25.4187,6.84559,E,0.772056,68474.6,N
123,122004,123003,23.3256,49.4075,8.28059,ABal,0.81267,86354.3,N
123,122001,123004,31.7369,17.7511,10.6953,P2,0.275412,94122.9,D
123,122005,123005,37.6988,29.3484,17.1219,ABpr,0.717275,167080,N
123,122006,123006,27.9526,42.2885,19.7616,ABar,0.567213,62282.4,N
124,123004,124000,33.1557,17.643,9.72228,P2,0.212975,102524,D
124,123000,124001,21.5642,32.5572,7.29746,ABpl,0.802921,89003.1,N
124,123002,124002,34.4531,25.1133,6.90444,E,0.79778,77310.6,N
124,123001,124003,37.1323,40.9814,6.84927,MS,0.779967,84031.6,N
124,123003,124004,23.8572,50.2268,8.65381,ABal,0.77901,84170,N
124,123005,124005,38.5245,28.6574,17.2325,ABpr,0.784604,156045,N
124,123006,124006,28.4286,41.9724,19.8488,ABar,0.61778,53698.4,N
125,124000,125000,36.805,16.1427,6.3614,P3,0.702898,45998.9,N
125,124001,125001,22.0554,32.8916,7.04503,ABpl,0.828366,92546.4,N
125,124002,125002,34.538,24.2474,6.45644,E,0.789379,87851.7,N
125,124003,125003,37.4556,40.6933,6.96098,MS,0.743807,88266.8,N
125,124004,125004,24.3258,50.0283,8.76526,ABal,0.75084,82010.4,N
125,124000,125005,29.3914,18.4432,12.9862,C,0.514129,69729.8,N
125,124005,125006,38.9949,28.7678,16.5955,ABpr,0.828714,190761,N
125,124006,125007,28.8931,42.5221,19.7944,ABar,0.578411,47896.6,N
126,125001,126000,22.2541,32.9983,6.84384,ABpl,0.827818,96786.6,N
126,125000,126001,37.0843,16.1246,6.07011,P3,0.59198,46349.8,N
126,125002,126002,34.659,23.8995,6.2682,E,0.793834,82470,N
126,125003,126003,37.3545,40.3965,6.82103,MS,0.7321,81209.8,N
126,125004,126004,24.7533,50.1779,9.32395,ABal,0.752347,85776.1,N
126,125006,126005,38.897,28.6216,16.1516,ABpr,0.817614,231126,N
126,125005,126006,28.3196,18.2533,13.7015,C,0.650121,62450.4,N
126,125007,126007,29.7598,42.7342,19.5361,ABar,0.668852,69675.5,N
127,126000,127000,22.3682,32.79,7.20694,ABpl,0.796785,104387,N
127,126002,127001,34.8801,23.106,6.00807,E,0.795377,78150.8,N
127,126001,127002,36.8401,15.6081,6.39074,P3,0.685622,47189.9,N
127,126003,127003,36.9913,40.4592,6.35784,MS,0.766466,79569.1,N
127,126004,127004,25.4354,50.4744,9.30793,ABal,0.795816,83567.1,N
127,126005,127005,38.9472,28.5047,15.1935,ABpr,0.793975,245206,N
